,mean_pitch,std_pitch,jitter,shimmer,hnr,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,tempo,spectral_flux,zero_crossing_rate,dynamic_range,onset_rate,key,mode,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,label
20,1781.7488,1101.3392,6.217575,0.007211863,-0.1461755040595903,3092.411583385696,3375.7001998818,19.80177702865128,0.00070437195,170.45454545,1.1209763,0.0693157206345634,0.22286944,5.017389525368249,8,1,-122.891846,45.229916,148.84224,25.935892,-52.564137,18.083473,45.610195,13.15381,-1.0215777,15.970477,20.574358,12.1476345,-8.950092,8.264026,16.197498,9.759928,-2.3507724,9.091561,10.52057,8.518163,-1.3612834,7.650149,2.6950057,8.94756,-4.1134243,7.39123,1
21,1842.9575,1100.2572,6.1556396,0.008601177,0.0840271725526842,3266.8526495835054,3397.868981246976,20.01581792149802,0.00077216694,133.92857143,1.0292501,0.0798432615601656,0.25204253,6.639863547758284,9,1,-85.57292,25.465252,145.34256,22.00355,-59.45313,13.50377,48.20511,12.486987,-7.0937457,11.316458,29.476387,9.040825,-17.806675,8.3730345,9.553524,8.445842,-2.8001523,7.67811,8.936936,8.385749,-0.71596307,7.4858837,8.257051,7.6406803,-3.2731571,7.666024,1
22,897.2446,842.4413,4.721585,0.0074568205,0.102597073744008,1505.8580606897644,2479.451670673032,21.55973750549737,0.010169646,125.0,0.8966444,0.0264833106699878,0.34391314,3.1570278184480234,7,1,-297.55054,80.78122,159.43008,39.583996,19.771322,33.63267,32.504044,20.545511,21.584183,20.061464,16.929955,13.817835,7.7690434,10.989633,4.5235815,12.180527,2.4187772,9.761309,0.2959183,9.842723,5.584629,8.881181,3.5978668,9.574866,0.73382235,8.981301,1
23,963.5102,788.7663,4.744441,0.007086015,0.1851509416344808,3785.492446409254,4609.789629345946,22.08547936045465,0.0011559844,77.05479452,1.2008204,0.0665326473577235,0.25042987,3.5072381262199093,9,1,-247.16208,70.23925,123.41569,32.13455,16.572683,22.825052,29.257784,15.655407,-8.432899,14.389288,21.68065,12.055753,-5.540558,11.966194,12.257633,12.257002,-7.2134504,11.7381735,8.413867,12.148955,-6.612405,10.699409,7.0920854,10.761269,-5.3034005,9.943017,1
24,1651.6536,1071.3328,6.0708694,0.007337506,-1.9602537940249647,2966.859656548017,3181.738806479816,20.118948156194968,0.0024007463,108.17307692,1.0155874,0.0672839168264145,0.25758436,1.994599707102758,9,1,-151.17104,107.69381,147.44601,36.795944,-47.01323,26.601038,40.347034,21.42863,-8.765284,16.939787,22.70926,12.961557,-7.538258,12.245206,16.214533,11.187131,2.0175037,9.347507,7.1262636,9.406691,2.8280258,8.630412,3.9336286,8.628641,-0.644142,7.5998535,1
25,1766.2292,1112.5131,6.2177095,0.006844024,0.339131832375275,3289.934923197543,3403.441158388277,19.99683615625025,0.000796134,160.71428571,1.1235483,0.0749273467373286,0.24760492,6.594001708567244,10,1,-132.40674,60.252895,137.34662,28.189636,-51.485092,19.41425,48.60571,15.507842,-5.8338423,16.23243,26.070654,14.057647,-5.763006,9.533368,12.673915,13.836492,0.36574194,9.600166,7.9724097,10.29072,-1.3321936,9.020752,2.9973323,9.659626,-2.4404488,7.754704,1
26,1262.576,961.1704,5.125345,0.0075246175,-24.173148068446743,2054.7105297052703,2602.0342077605656,20.48463109412414,0.00678482,93.75,0.9029047,0.0408925538767861,0.323191,4.39979306575043,7,1,-181.43465,94.8859,172.7945,36.040195,-37.42394,24.314102,46.59386,14.415741,-5.392271,13.487681,21.12308,9.329282,2.7743943,9.019769,2.3680308,7.432521,7.3024955,6.098177,-4.1333055,6.333334,6.2168393,5.478149,0.38071206,6.6417713,7.433391,6.2439575,1
27,1604.7062,1075.4738,5.860124,0.0074904626,0.0393529519478801,4807.675145726206,4527.637465642318,20.614058942889187,0.0023924902,175.78125,1.0952559,0.1044506704956511,0.24874714,6.2804878048780495,1,1,-79.803535,46.86683,103.53849,31.982431,-32.15479,13.2809,46.739056,14.850305,-19.916399,12.230876,27.058811,11.909527,-13.988389,10.58119,16.226776,10.3200445,-11.680085,9.517157,14.754558,8.5287485,-8.895568,8.506173,11.329065,8.91713,-6.6932206,8.6937475,1
28,1735.9286,1123.8414,6.3562527,0.01196057,0.4072978862111905,3081.5425334954894,3384.9748484772285,20.940143048442213,0.0004139454,170.45454545,1.3002537,0.0574612550813008,0.38600272,5.001626545217957,3,1,-138.96046,81.58351,125.35684,30.980406,-45.21362,24.902046,47.38844,16.095135,3.9211755,17.644957,26.832739,13.082486,-7.66613,18.748774,14.955826,10.8502865,3.491312,11.352857,3.1464472,14.394167,7.0739303,11.739676,3.4994469,11.623245,-1.1740049,8.711251,1
29,1380.9285,1031.4596,5.722421,0.008917079,0.1900514266993987,2064.950055524799,2606.610569465899,19.76608914321289,0.00013456469,137.19512195,1.0731958,0.0397467370998257,0.2740825,4.864627572688664,6,1,-175.09235,58.989468,181.06879,28.370451,-38.90004,27.486197,37.629246,18.337551,10.422125,16.249817,8.77824,14.523376,-4.810751,9.770186,11.110095,8.578059,-0.7027721,8.561139,5.671279,8.284198,5.136878,7.1975093,1.9115486,7.5732274,4.2124324,7.5347195,1
30,1404.2721,933.012,6.304945,0.014276841,3.857770142881368,3329.810443220739,3553.202091320247,20.1913470333254,0.0010670908,160.71428571,1.308586,0.0757172136347028,0.3498856,5.939327485380117,7,1,-110.04458,59.193604,145.21594,40.7676,-35.736046,20.076387,26.054178,21.76648,-24.85261,16.91597,16.423527,17.605427,-9.934637,9.38822,8.501618,14.391642,-8.866645,10.507595,4.957736,10.461877,-3.5497315,9.269482,4.273275,10.798277,-5.205932,7.919492,1
31,733.608,592.1791,2.7631097,0.0046776547,0.086251239944137,1763.346607738935,2556.1296145121987,25.65034884210878,0.00013823979,175.78125,0.7489432,0.0319326533682879,0.3305061,3.67286973555338,2,1,-291.70895,77.956856,153.31296,37.171314,25.945833,27.000242,29.742455,20.676918,4.5962167,18.49824,4.642275,12.694202,-16.372751,15.487151,1.4371381,12.66665,-10.620787,11.757715,-22.238062,14.163835,-4.9032702,12.764936,-5.6804175,10.325818,-9.329932,11.778443,1
32,1110.7451,802.5271,5.1536517,0.008373176,0.2918179938802604,1284.3366549118955,1828.649841077508,20.89404910564567,6.533522e-05,140.625,1.2098541,0.0293097861191285,0.32574204,4.133205307262569,1,1,-310.544,79.282974,175.14436,37.832684,6.0712457,33.525055,-5.414531,29.445642,4.990053,22.61543,7.112724,16.081682,-0.7419431,17.75648,3.8011782,16.280127,2.1674244,12.056953,-0.08468067,11.484715,3.670252,10.633337,1.942692,10.713462,-0.8275325,9.783327,1
33,1272.6111,1013.861,5.851319,0.01315828,0.1321571093191439,2840.931498643668,3467.6888905365718,19.7113243199961,0.0006471077,117.1875,1.1567562,0.0524801642680253,0.345633,4.355506822612086,11,1,-114.12857,53.62211,150.4946,28.420105,-28.888899,17.525412,48.722313,17.197824,-7.580998,15.56856,18.77449,10.386823,-4.647523,9.56713,12.724389,10.146243,0.32169116,8.771716,7.1143494,8.85254,-0.87179327,7.552162,4.7661457,7.4378276,-0.5236243,6.309333,1
34,1713.4767,1127.8372,5.9995937,0.009967743,0.7548197212518574,1788.3235211796082,2129.0166949928657,20.567000260241723,0.00026207307,193.96551724,1.1660161,0.0393914721768398,0.4250667,4.347339733159779,6,1,-290.98584,87.1879,130.30844,38.87616,-16.093285,37.978355,37.642284,25.16521,25.080227,16.516281,8.2777605,10.852369,17.597786,12.367698,7.028271,10.690601,6.615946,8.709993,8.819531,8.133678,1.918957,8.310982,1.8466508,7.4702377,5.1852465,6.345025,1
35,1659.9669,1048.1598,6.320104,0.009869273,11.180735078027505,2332.569763008874,2609.1721713963084,19.343143970532974,0.00025324436,127.84090909,1.0196046,0.0519569118116276,0.31868774,4.363662285466001,1,1,-138.06854,39.637638,172.54128,21.891691,-58.012306,11.653756,38.533916,12.616298,8.892783,17.804768,17.399702,10.361067,1.5747852,9.0386505,9.369116,6.7882304,6.4206276,8.659315,4.4263725,7.3504953,1.789057,7.2751503,-0.90803456,6.887476,2.251517,6.4773455,1
36,1038.1046,846.2374,4.7816133,0.0039813416,-0.0164004815271289,1410.3546336614972,2246.261636657261,21.987792614104272,3.0490524e-05,90.72580645,0.8860628,0.0301532329776422,0.22479351,9.91175992192583,0,1,-231.2937,38.601894,201.30736,13.143565,-7.151962,16.652664,25.42361,10.893745,6.303388,11.645973,13.833366,5.5030365,-1.099963,6.0675797,4.869937,5.6361446,-0.2542359,5.717466,-4.6425757,5.810367,-2.8919897,5.9084864,-3.059097,5.9797025,-2.9907072,8.168699,1
37,1566.5455,1004.383,5.637095,0.00645331,-0.1132580208764498,2574.7809002340373,2936.0450833338405,20.71483142018193,0.0003867991,127.84090909,1.0102462,0.0574115332707684,0.31036144,3.3647140864714085,9,1,-175.13066,84.38683,154.74896,27.227743,-42.55501,26.093752,32.031292,20.406052,4.7325854,21.423315,24.153898,12.62857,-3.607626,9.483747,4.994169,10.116122,2.4884405,9.062952,5.2501984,8.630684,-0.2656487,7.9815903,2.46672,7.997849,4.8330865,7.4793363,1
38,1650.4349,1092.7747,5.891884,0.007989789,0.3478395878576308,3299.403675870533,3736.562073811916,19.963418064994848,0.001767573,152.02702703,1.0804157,0.0634117576913397,0.3222111,3.969171745755333,4,1,-177.37819,94.542046,126.56278,38.676594,-32.427296,26.578117,42.900955,24.86002,8.951744,17.438505,19.571505,19.365318,-5.0639215,14.412056,18.591394,11.538546,-3.21561,13.173213,9.718544,9.669744,2.5318253,9.185881,4.854099,7.5480466,2.0058331,6.7644258,1
39,1690.2728,1035.7119,5.4258313,0.007871865,0.3235475831945576,4563.1696759079005,4475.485155402219,21.07960129442925,0.00406708,148.02631579,1.0242162,0.104690930621815,0.3625969,2.8464541314248537,6,1,-112.99478,111.38393,102.22378,41.590218,-39.1583,24.915426,21.10126,17.317268,-17.949078,13.358007,17.30745,15.395085,-14.765835,10.513001,10.821155,13.81858,-7.590908,8.729593,13.839074,13.629637,-2.619119,9.083121,15.627845,11.859783,-4.315953,8.071659,1
40,1062.2914,885.3574,5.1889367,0.009990194,0.0690918181944113,2123.53206997072,2747.343955570692,21.195501271590413,0.01045541,125.0,1.1514661,0.0467047831290264,0.38412213,4.4538266302225695,3,1,-227.88345,91.7534,162.37505,39.057453,-0.9216672,32.6028,30.896519,22.955204,-3.0780597,20.58754,4.375169,14.304358,-4.707214,12.752568,2.7575288,11.334302,-0.934844,10.388305,0.90566254,11.706635,1.6292408,9.600301,0.121574275,8.715222,-3.4172497,8.986612,1
41,1209.4834,916.5074,5.647855,0.006067544,-0.01338962807339,2301.791113524153,2800.84459948386,20.66443939026957,0.0002262983,156.25,1.1087574,0.0478415888532243,0.2751521,4.525700350175088,4,1,-226.87303,74.387985,161.34703,35.684074,-17.470976,34.573914,24.474543,37.187935,-14.016197,21.436375,-0.0610042,20.923328,-2.571042,11.284797,8.037039,9.80704,-5.6674166,10.197357,5.5354953,9.251625,5.394725,8.968509,2.1459165,9.564835,4.8972273,7.872921,1
42,1061.5558,770.8768,4.794826,0.015110013,0.3653040688096821,1817.8351766189796,2228.181230644502,21.478191287486062,0.00013282373,117.1875,1.1547068,0.0335810467479674,0.5808412,7.075471698113208,5,1,-179.87349,56.147884,172.80869,40.459824,-14.1739435,25.124592,20.278315,31.203568,6.476234,19.602287,11.602412,17.540144,-0.43973956,11.039896,-1.2895254,12.118953,-4.7486854,9.619027,-6.0289025,10.502088,-4.1729236,9.952563,-4.0207744,8.262261,-1.545372,8.372135,1
43,1156.5261,960.81744,5.9292784,0.013640485,0.2888776907914541,3325.4520206729003,3912.571033018603,21.360240769956924,0.0011793759,152.02702703,1.3659021,0.0571231972129749,0.40821543,5.177875243664717,9,1,-190.5153,73.79142,118.84949,45.62289,-4.837709,25.318996,45.46833,22.11071,-6.7788844,20.336082,30.425869,15.085359,-5.1714067,16.242424,10.46509,13.469401,1.4333632,12.070415,5.647902,12.022502,0.43190852,11.441454,2.589544,11.357964,-4.1646557,10.18275,1
44,1417.5968,1013.19476,6.3385406,0.009433344,0.0067539098782088,5369.759289956968,5091.371297120377,21.20550970422112,0.0034757827,102.27272727,1.3119314,0.1232359075592725,0.25950742,5.939327485380117,7,1,-130.03256,59.16137,96.13424,27.481766,-10.096397,18.73622,35.92341,13.56427,-23.08332,13.446045,24.762959,12.629778,-17.507841,13.547747,17.326748,10.326366,-12.139427,9.745205,15.611375,10.659407,-8.999375,9.931003,7.9026594,9.037833,-14.261136,9.203461,1
45,1680.8994,1007.0536,6.360281,0.009038814,-0.0188138738959717,2600.8658207965145,2871.077548046711,20.11335602049277,0.00043448422,112.5,1.1412613,0.0658376968014921,0.27292573,5.394320995699205,8,1,-128.66429,29.709364,168.66672,26.895676,-58.694214,12.471285,17.022612,14.693995,-6.2259693,15.952133,21.85703,12.224556,-10.5194025,7.9920826,7.7835407,8.877231,-5.740891,7.8305836,-0.72859097,8.911147,3.3172877,7.880751,9.108516,6.79707,-2.5468848,7.2542844,1
46,1774.3523,1110.2163,6.2398624,0.0070005525,-1.504227965220404,3479.120533155536,3702.6111063548415,19.452955785949204,0.0012372027,122.2826087,1.0552323,0.0807767289880588,0.23837724,4.776680003266105,11,1,-128.31696,67.2366,136.83829,27.672136,-43.796947,15.742307,38.248615,16.31391,-10.500529,13.192606,15.576115,13.46878,-11.487735,8.056755,14.435955,9.486269,-4.480563,7.805859,8.737231,8.698047,-3.5921977,7.7058263,6.5721564,8.2515745,-4.460595,7.213748,1
47,1152.0529,904.3078,4.2971587,0.0073514194,0.0752298560666264,2050.1761188041787,2747.417713670143,22.51386407453993,0.009108033,144.23076923,0.8316082,0.0394218557573891,0.4097403,3.387070286840377,0,1,-238.44324,84.522255,160.2907,42.878098,-15.888384,18.228842,27.907509,19.896778,5.2891946,13.652446,9.82021,12.620034,-0.3604761,11.336075,1.7733879,9.757922,0.14211915,8.500174,2.029654,13.557062,18.174606,7.677555,8.911612,7.1856275,2.8611834,9.487689,1
48,1684.0955,994.3527,6.8379984,0.0111307185,-0.0808828482566847,2816.529816506237,2979.1033523929623,19.80610965376578,0.0005382335,108.17307692,1.2270777,0.0646584413109756,0.23070768,4.910133376707873,7,1,-143.75331,56.204433,153.70364,37.790955,-52.781292,21.133537,27.663925,23.15714,-11.01797,19.115953,26.993008,13.349623,-2.7197325,14.477816,7.1147957,11.60782,3.0460315,10.146943,8.900068,8.324087,3.6415334,8.428096,4.054334,7.8002367,1.6898793,7.648895,1
49,1485.0634,1058.8951,6.096107,0.008630114,4.840839270925685,3946.793232930968,4149.027471253208,21.64425482666897,0.0017364162,90.72580645,1.2858634,0.0875941116740925,0.41937095,4.511443661971831,8,1,-232.3307,78.445076,107.87939,39.454678,-4.1822395,26.238476,28.00812,23.012753,-6.756764,21.042679,20.357306,19.420797,-7.8297234,14.529306,6.9495335,15.11766,3.2885249,14.308246,4.4945636,12.884488,-3.172661,11.466707,3.9512062,9.804397,-2.033807,10.194928,1
50,1373.1901,1069.0289,4.95173,0.008768119,-0.8704576428601991,2359.931032484653,2865.227282371543,21.537629482459835,0.0001894061,93.75,1.0692337,0.0459467098577235,0.24216035,5.3371014964216,4,1,-136.7766,35.304417,175.6056,36.25299,-42.64342,18.223682,39.772366,21.051983,7.582378,18.748896,26.39912,14.449261,-12.601809,10.972692,13.984387,9.538759,6.849187,11.501585,-0.2815337,12.41119,2.666276,9.8811035,5.1551304,7.349524,0.08651808,7.5028844,1
51,972.3912,772.0978,3.9611783,0.005166126,0.5855315550608092,1679.0789342014448,2289.495981347538,21.550166487801807,0.00022100472,137.19512195,0.85177815,0.0359281472995215,0.33441463,2.4461189268771477,0,1,-235.44577,74.12768,187.42075,42.776424,3.9671328,28.326195,17.074345,20.159378,8.421799,20.317968,5.2741594,14.578003,-9.45332,11.75272,1.8333964,11.995357,-6.0206614,11.464403,-0.29352817,9.852185,-5.2195435,9.823045,-6.98672,9.341452,-0.29928872,7.946791,1
