mean_pitch,std_pitch,jitter,shimmer,hnr,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,tempo,spectral_flux,zero_crossing_rate,dynamic_range,onset_rate,key,mode,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,label
1205.44287109375,975.5643920898438,3.58061146736145,0.010904933,0.49491543,2686.985508935781,3331.114794937285,22.363446717411943,0.0010612471,[90.66611842],1.0402158,0.05336286634067482,0.34890103,4.63235294117647,0,1,-117.79605,55.27484,140.36815,26.777815,-25.117926,12.998606,50.39287,11.22813,-1.277601,12.931055,26.841774,9.775,-5.0241127,8.688229,13.976545,8.502573,0.43886384,8.199571,9.717832,8.415617,-2.8605824,7.957656,1.6971025,8.611922,-1.9271618,8.189363,0
948.5256958007812,971.8065185546875,5.291462421417236,0.025144236,-1.5958917,2929.8101240043748,3697.209836879016,21.96486692640202,0.0014844501,[140.625],1.3626336,0.042466345090667844,0.52170426,5.12513774326004,6,1,-181.21384,80.2433,115.913246,38.488808,2.073298,23.082998,69.03409,22.828682,-6.01854,22.978676,33.052116,16.498608,-1.206652,13.601309,20.598028,14.216688,10.312402,11.571134,3.6911669,11.170788,7.982382,10.612128,6.015096,9.259823,3.6178496,9.135649,0
587.60009765625,541.157958984375,3.96480655670166,0.005886502,0.08964297,758.9976339530022,975.9683498291588,22.192414271023203,0.00012644706,[139.67483108],0.62370896,0.01872466376083116,0.5330761,3.0398111171286755,9,1,-316.43048,63.990284,163.5163,23.663637,62.615105,33.198357,23.593004,17.678843,9.148035,16.331062,3.2331624,14.527979,-1.3584454,14.611491,-8.64838,14.644151,-14.558257,13.751892,-11.538285,13.205749,-9.105491,11.518676,-6.4976907,10.36423,-6.471478,9.303161,0
723.8154296875,722.3403930664062,4.206947326660156,0.009791403,0.017864233,1383.28696105453,2242.8313761586173,21.316844478734552,0.00028106946,[90.66611842],1.1275085,0.020381185535363458,0.3288808,4.961537596103681,0,1,-253.75568,59.203796,168.37991,30.67164,-1.3002944,16.484663,43.082615,15.956673,17.035076,14.970314,9.926008,13.184445,10.25344,9.394615,5.8136234,7.3751316,6.051509,8.243102,5.7502937,7.4035115,4.618757,8.214675,0.023969473,7.3382792,0.0023737324,6.541219,0
1091.0750732421875,841.1011962890625,5.226802825927734,0.012100563,1.3572911,2669.7325058911883,3367.330002965066,20.06537120669221,0.012518852,[139.67483108],1.088135,0.06268730243062133,0.593412,2.223177021667061,9,1,-152.13295,97.420555,143.56146,57.56497,14.411062,32.400208,19.82999,23.793863,-10.626639,16.914562,11.539361,12.199772,-1.364563,8.743162,1.581872,10.225956,-4.354033,8.280301,3.5240254,8.081796,-0.93766457,6.67535,5.5711627,6.279752,-3.177344,7.0303197,0
1370.4429931640625,967.8526611328125,5.461980819702148,0.01758791,-0.103264354,2853.299127405447,3330.134893805115,20.545678389571005,0.00029428102,[109.95678191],1.1824926,0.058996023906449556,0.5223132,3.0450021163309504,3,1,-96.612404,72.27041,141.26576,33.701843,-23.851831,26.696476,37.34763,24.598383,-26.210281,19.362167,22.923588,13.745161,-11.606472,13.144569,15.005576,12.771387,5.2775965,10.786664,7.124803,11.2429,-0.27421537,9.982505,7.492561,9.97507,7.96632,8.864047,0
731.5621337890625,730.3463745117188,3.1785967350006104,0.0019056487,0.010797252,1937.38666999319,3077.5283227761515,21.412535955852793,0.15243255,[103.359375],0.80254495,0.02443405993217686,0.14578283,3.7639567163448993,7,1,-395.97083,116.50112,115.81747,63.909824,13.852547,23.113651,35.58115,23.406183,26.468767,17.32675,7.5551715,15.576165,0.94400406,15.906744,-4.2830005,12.153956,-3.1254342,9.705938,10.410202,8.879576,-11.821104,9.295795,5.799413,8.216348,-0.7487039,7.265709,0
610.8427124023438,424.80218505859375,1.91252863407135,0.0061814957,-1.270386,828.9161060582313,1265.4085910405868,24.111153059224296,0.00033432792,[69.83741554],0.5853812,0.023001695471056273,0.44450563,1.9336040967684973,11,1,-282.04468,40.982815,200.64537,33.316593,27.142412,13.278051,2.2654467,10.127143,23.677979,10.998384,5.1898623,7.8538375,-10.220148,8.22694,-6.849296,7.694072,-6.7334633,7.597838,-8.342294,8.151671,-7.0957685,9.1191,-7.022891,7.7898746,-6.808321,7.6509514,0
1080.38037109375,811.9996337890625,3.872049570083618,0.008164297,0.025837721,2327.908396742057,3186.5761781339943,22.6568133677964,0.0021143577,[99.38401442],1.0546948,0.04757885927744978,0.32122087,5.973893393184225,1,1,-221.78429,76.21259,153.02687,41.325783,-10.869052,17.792517,20.335184,16.680096,-6.394917,12.559216,17.051657,12.566387,2.208196,11.06327,8.737208,10.547263,1.6624776,9.87092,0.6266184,8.789122,-4.9017367,9.874355,-4.3764853,9.617308,-7.6232276,8.80882,0
826.472412109375,724.8486938476562,3.489161491394043,0.009895508,-0.08606057,1958.7158665374316,2943.751262297174,22.934272551412928,0.0020099953,[161.49902344],0.9259997,0.03254383193450077,0.42056134,3.7333615522415133,7,1,-203.75165,127.199135,150.3164,49.604477,16.335835,28.47625,41.686443,15.856199,7.72961,13.819771,11.414268,14.584796,-5.4438667,8.793546,2.6527057,10.74777,-6.5894804,9.713439,-0.16700007,10.343094,-7.921521,7.4818707,-7.676138,9.476688,-9.694282,7.405183,0
595.431640625,469.96173095703125,3.4542794227600098,0.0092926845,3.2718961,527.1960057354833,1151.64638290623,24.15204125147019,4.5472647e-05,[74.89809783],0.83356845,0.006714379892134402,0.43045104,3.585526315789474,5,1,-325.27084,74.783966,149.59212,43.17305,38.7143,24.157017,27.20844,18.502377,18.0349,13.660367,10.247879,13.165111,6.6814637,11.618494,12.12087,9.088972,19.149492,8.108578,14.373443,9.494703,15.44535,8.12098,26.44497,10.406178,28.678318,12.610042,0
1054.70849609375,1024.7840576171875,4.399585247039795,0.013924583,0.04835657,1981.1891265752763,2576.823012298962,20.981678532282345,0.004517068,[99.38401442],1.34389,0.03589779449118473,0.31997436,5.510485197368421,9,1,-264.44247,87.52531,143.84367,37.492157,-2.9250188,29.275194,51.025745,23.96493,5.7546096,18.231043,20.828691,12.758668,6.711749,11.131945,10.645935,9.007972,10.006011,7.9075737,3.023388,6.525264,4.8713684,6.7075315,1.0268347,6.1472907,0.7349593,5.997774,0
1328.1259765625,1010.2282104492188,5.3908915519714355,0.022307588,-0.015958052,3766.7828017761094,4093.817374486217,22.051071984696016,0.0012500486,[84.72079918],1.3678888,0.0729636588335885,0.47397524,4.5602289143238135,9,1,-107.063324,84.323975,110.90671,25.4467,-23.38937,16.96772,47.92398,17.762394,-11.702196,17.981771,34.552483,15.679867,-17.858377,12.684929,16.461546,11.801642,-11.073836,13.021994,18.516045,10.035011,-8.098969,9.20377,10.770617,8.601327,-0.6525261,8.588778,0
403.7617492675781,386.4361267089844,4.391549587249756,0.018041313,14.048667,1465.9834666689367,2848.7758914821884,18.74637273138073,0.00034297144,[129.19921875],1.3788246,0.013740317596605937,0.73989815,7.001148256132632,10,1,-206.96666,86.23363,144.18329,34.835022,29.41248,29.97947,50.309914,20.983215,13.530446,15.161068,19.278961,11.469994,7.150335,11.530916,9.194316,9.695853,3.3592594,7.982205,3.0662317,8.317486,-0.09473535,8.392076,-0.622277,7.395137,1.8395263,6.6094275,0
788.2823486328125,666.7265625,3.3614871501922607,0.010628765,-0.014045146,1832.5293187529503,2849.488675787871,23.01432785883086,0.0006747577,[161.49902344],1.0714483,0.030981595259282523,0.40853813,4.809873656289264,0,1,-172.30208,89.94255,166.28012,36.434467,3.8942287,22.988796,42.046455,15.933353,7.3730936,13.859231,13.039252,13.23206,-4.947827,10.612553,2.6301064,12.942367,-10.397262,11.294068,-4.790632,11.89973,-11.673625,10.901827,-2.6041288,10.2815485,-6.2484775,8.081168,0
782.9659423828125,667.81494140625,2.592617988586426,0.0029499808,-1.0811055,946.0976889946425,1381.2276234331982,24.467965320648076,0.018221522,[132.51201923],0.70519924,0.026226825536958206,0.32420853,5.786666666666667,9,1,-342.37128,76.42283,167.25937,44.975155,21.780802,23.366398,15.233463,13.788595,9.295245,14.969893,-9.649786,10.907108,-11.561372,9.114451,-7.2204485,7.6733327,-4.095301,9.046476,-1.8551987,10.976446,0.5061168,9.358938,-4.762311,8.000231,-14.556433,7.684824,0
1780.6190185546875,1161.557861328125,5.730174541473389,0.020871272,0.46954882,3913.623700310035,4129.781559828379,19.28194125707058,0.0048575224,[129.19921875],1.352711,0.0699904804663491,0.53470874,6.305882352941176,11,1,-53.68369,71.610344,96.69169,27.372978,-30.200727,20.90856,49.728493,19.405888,-4.327229,13.168667,25.234058,13.182221,0.9591031,10.553892,16.859436,11.105267,1.6005965,9.621203,11.015635,8.967817,0.7776596,8.156112,8.707576,7.8248568,0.40090936,8.010169,0
1035.1077880859375,813.2431030273438,2.569307565689087,0.0014189293,0.1612028,1621.5900519145146,2130.7627572003344,25.55737834042541,0.00017044345,[79.50721154],0.6879837,0.05363209102902375,0.08836467,1.696969696969697,4,1,-398.9671,90.90464,192.53021,51.837963,-9.230653,18.614351,2.754327,14.85478,0.49084368,12.317787,10.056762,10.345403,6.2405124,10.805991,1.4020443,8.558174,-13.153739,12.752376,-11.06781,13.366839,11.619313,13.547857,15.9513855,15.058481,2.975083,9.506441,0
702.0033569335938,552.4979858398438,3.2074174880981445,0.0060400413,0.04555299,967.5116540347607,1667.8450611010976,21.406820944097454,0.001052041,[139.67483108],0.862903,0.019606805667223157,0.30634058,4.587510911642363,0,1,-265.6715,54.055225,209.94447,32.987537,9.590297,14.1106415,7.335338,9.838707,29.72796,11.468855,12.212497,8.429311,1.05074,6.8415637,4.5272965,6.507535,-4.049208,7.3539324,0.6075807,6.504836,2.9911616,6.0433836,0.02184178,5.926663,-2.5726535,5.8233495,0
475.4189147949219,277.6639404296875,4.578906059265137,0.007901998,0.12930886,643.2567532067062,1162.6053978492737,18.92898539252805,0.0041174036,[135.99917763],0.61574763,0.012229973031880515,0.36638713,3.115137021307986,10,1,-273.3017,56.86068,228.64369,33.424435,41.349815,26.222519,-0.6994972,22.894793,12.877872,12.88762,19.993914,8.425032,2.2664723,6.1663294,2.8245752,5.5758066,4.725575,6.625872,2.259495,6.6271977,3.0076141,6.1992855,5.9953303,5.8535514,1.3355613,5.86254,0
1294.0821533203125,1000.5631713867188,4.703023910522461,0.018981854,0.21351935,2749.779578213116,3164.299516235879,20.902848591575108,0.013374533,[93.96306818],1.2270997,0.05177707405549318,0.69265085,5.060684180479295,11,1,-121.00341,89.59501,128.87178,40.566425,-23.714025,21.946516,42.457706,30.214865,-7.0292983,16.706194,16.659382,17.871523,0.45818254,11.875888,6.772456,14.877295,-2.6187246,11.493912,5.260494,9.747836,4.5763655,10.345902,8.516636,12.867055,3.5103118,9.331665,0
809.6943969726562,576.970703125,5.006789684295654,0.00091269927,0.023109455,2102.6188873687943,3003.1791021913427,20.463575208563995,0.0038492486,[126.04801829],0.8852666,0.03808612836906809,0.108108126,0.48148148148148145,2,1,-387.87582,50.24165,153.90279,23.648148,4.523111,14.518535,28.893211,10.845926,-14.864658,9.455467,14.494217,7.145665,-9.949711,9.090094,-11.58775,9.352312,0.62843096,8.674126,-14.13302,7.1029162,3.693474,6.7450905,-4.196396,6.671864,-4.5795355,6.158838,0
948.3143310546875,659.3253173828125,4.360048770904541,0.01733543,-0.9412837,2784.0843685255436,3618.0050899380394,19.867563678157943,0.00019680151,[112.34714674],0.8731852,0.01993401416054408,0.40779975,3.865756255585344,9,1,-97.15443,49.211357,142.96466,16.09891,-20.321669,10.161277,51.09592,8.127958,-16.778486,9.82864,37.02322,6.059248,-9.89989,6.5710654,19.63098,6.5197034,-9.163458,7.397039,11.806371,8.389105,-2.822362,6.4306684,3.1930346,6.4744077,2.645161,5.3560786,0
1112.27197265625,775.4797973632812,4.849250316619873,0.012801885,-0.9736866,2832.9282921080057,3587.759694612578,21.50798995189467,0.0001845357,[151.99908088],1.0494785,0.03270632486925335,0.42669863,4.465552325581395,9,1,-77.36202,49.82771,138.82457,19.488644,-27.90072,10.367599,49.729546,8.894822,-24.528614,10.655128,36.206573,6.328292,-15.638289,6.918565,19.407057,6.2376304,-12.736902,7.9606915,13.695456,7.293947,-6.073164,7.2362633,2.3444993,7.27636,0.6684954,5.3059373,0
1079.24462890625,863.8599853515625,4.917184829711914,0.007485491,-0.14322558,1599.1879734656752,2379.093766289707,19.27973418040116,0.00072945125,[139.67483108],0.94605786,0.031173622400997317,0.37483266,2.356143060713326,1,1,-191.41428,103.86956,177.68951,31.92244,-16.258793,30.323994,29.774261,14.815606,11.786505,10.614823,7.534269,10.279504,1.0847502,9.811189,4.923696,7.505623,1.7353202,7.846334,3.856859,6.712317,1.3014634,6.445903,3.3027215,5.9261866,-1.7082864,5.989336,0
546.3917846679688,386.22760009765625,2.2800071239471436,0.008344949,-0.0036487982,1135.4669216754735,2122.8968478056995,24.62949351707023,0.0016955712,[129.19921875],1.0323476,0.01864123270607585,0.5227279,4.205128205128205,0,1,-251.87306,71.12661,161.98122,28.023386,48.221977,24.514843,42.667664,19.253038,10.022603,16.016392,21.328758,14.16323,4.0461907,10.973224,-2.1637657,10.175896,-2.657868,11.528847,-5.519966,10.720106,-6.0046053,9.086471,3.178182,10.262044,8.388611,9.866272,0
769.7598266601562,499.8621520996094,2.7165701389312744,0.0044381553,0.087177224,790.7064726152354,1151.6765003537157,22.695324894053506,0.00022742133,[191.40625],0.5198654,0.025647174217137515,0.27194434,2.2888888888888888,9,1,-324.1546,46.830738,212.95543,31.502214,40.49502,23.02972,-24.873037,13.778629,-3.2643244,11.417374,11.582315,9.426635,0.06579275,10.007933,-9.410709,8.483677,-10.186977,7.893221,-10.989301,8.987596,-10.225185,8.054266,-8.437094,8.404648,-6.249748,9.062556,0
409.7348937988281,563.1929931640625,5.0754265785217285,0.015077284,-0.78472996,369.1619732473426,644.0862809587676,17.4237794931257,0.0033804246,[143.5546875],0.6802698,0.010590911538635952,0.4088078,3.8125,6,1,-339.27582,57.100033,191.35588,49.333603,66.55326,21.579214,12.159843,14.428229,21.835604,9.986957,30.014128,8.441346,19.512585,6.8726125,8.957981,4.9502735,6.260516,5.2111764,5.188945,4.304208,4.0151997,4.3846407,4.4504333,4.324839,2.3088896,4.6124907,0
1066.00048828125,1047.8997802734375,5.671735763549805,0.010330275,3.889374,3974.1226681812723,4622.910146966088,19.78516133877575,0.0042386954,[147.65625],1.5394993,0.06896245271664374,0.3368205,9.336492890995261,8,1,-206.57942,68.52298,102.21486,31.165537,5.298065,17.831642,44.325,16.928682,3.633918,16.711718,11.482772,11.949762,8.647867,8.886586,12.302999,10.188366,-0.4274352,7.8304353,3.15563,10.594909,-2.461125,6.7273817,3.7916107,8.173032,-2.2762961,8.249424,0
1072.3673095703125,854.7068481445312,4.357300758361816,0.010264566,0.07434899,2106.2816541739708,2776.4278526192793,21.628808685927954,0.0010960649,[90.66611842],1.1329952,0.042378644751901236,0.39287207,3.2709072104018913,10,1,-154.27354,74.327354,165.3071,35.90989,-21.149504,17.931131,33.191303,14.783162,-1.9326771,13.605588,8.078842,12.734222,-15.8848,10.146475,-1.9171962,10.395057,-13.048426,8.735405,-1.2573067,9.832379,-4.716422,8.436221,-0.66110176,9.035215,-4.2212586,8.729097,0
1057.3856201171875,911.6155395507812,3.6351890563964844,0.011779075,0.028828701,3133.7314921702064,3990.294022285115,22.936322163395804,0.002552622,[120.18531977],1.1914252,0.042209791870737194,0.30681136,4.150309390977842,2,1,-151.24945,71.9249,126.90177,38.7745,-1.6883571,16.784325,33.438053,13.166915,1.1831077,13.574353,21.368155,10.897806,-0.1323493,8.420407,12.15449,8.524707,-0.7481043,8.998674,6.716649,8.460789,-1.2539991,8.634312,9.514244,7.377456,-3.4307978,8.062635,0
793.7474975585938,772.5479736328125,3.030446767807007,0.009604832,-0.70719117,1353.7460004849256,2378.862630422697,23.880585036880333,0.00078262965,[120.18531977],0.86688906,0.023733573466733323,0.44433305,3.158816660179058,10,1,-239.97964,61.15453,165.75227,34.623093,15.695447,23.491716,35.427597,17.784393,19.478817,13.6628685,19.512367,11.449881,-2.942385,10.106921,2.0486555,9.707274,2.2708054,9.04356,-0.7475354,9.518089,-1.0977763,8.99387,2.8845305,8.35641,1.5855122,8.896421,0
638.503662109375,504.6802062988281,3.6156482696533203,0.0035498377,0.022337876,658.5108537156812,1140.2967021591335,20.6105673323728,0.01561059,[120.18531977],0.6066228,0.018228651058166137,0.3512233,1.8864534674811353,0,1,-370.57907,68.54583,166.85457,51.864956,42.5224,22.943113,8.936393,14.771562,17.546553,14.579615,9.366903,10.820229,-2.080025,8.561946,0.5248933,6.8345017,1.7920413,6.8943996,-1.7699443,7.941966,-0.46935895,8.181675,1.9275215,8.243043,2.4279144,8.272121,0
1258.4097900390625,903.2911987304688,3.005708694458008,0.00064901024,0.2247426,1849.236019078044,2089.639919819219,25.57809999702133,0.0015185802,[166.70866935],0.82716274,0.04918451022543877,0.038509212,1.1034314003631411,8,1,-437.3305,84.5661,171.63194,47.65146,-47.773663,23.666924,22.146517,16.16918,-2.8221364,22.268549,2.2388105,15.340536,-8.102146,12.660006,-5.9107695,10.492696,-7.24445,10.655069,-8.357054,10.891835,0.18439794,10.236143,-6.0358405,10.627758,-4.970178,10.775309,0
1511.7413330078125,1113.0985107421875,1.3641804456710815,0.015332486,4.2777705,3247.4435662937826,4532.108515475884,29.72990867677992,0.011153235,[84.72079918],0.893709,0.04306627927450313,0.4998076,5.610541818328699,11,1,-107.98423,67.24369,66.79934,25.021318,7.9974422,21.159561,35.351463,15.224566,17.371021,21.189764,14.144906,12.961607,-7.7954025,12.2231655,2.2908068,12.482199,-15.300345,15.044389,7.673203,17.131006,-1.3490835,15.973978,21.823584,11.954499,8.481148,11.368348,0
805.8695068359375,560.6913452148438,3.2338521480560303,0.00798937,-0.4944481,1363.3095862835041,2411.4182404087023,22.680085706695507,0.00070670183,[120.18531977],0.92611986,0.025471680872032578,0.5123192,4.7611940298507465,6,1,-264.69504,98.03811,148.95352,49.866787,22.897402,24.358288,10.364461,15.634288,3.8469448,17.571821,12.452741,17.801023,9.355989,13.475104,11.695736,13.439799,5.3869586,11.7704,5.4313717,12.197442,4.3865047,12.151391,3.0504544,12.150562,1.0117142,12.075725,0
1176.223388671875,872.3496704101562,3.839603900909424,0.0069708535,0.08383292,1890.1246011850446,2522.2801411890987,22.542785640699567,0.0009986418,[109.95678191],1.1345152,0.04059497423876717,0.3500431,4.1155241203111315,2,1,-254.83183,86.36867,162.1879,35.881264,-27.993021,31.058372,7.4980984,17.640785,8.3669405,14.231273,2.0066452,13.165294,-2.2050977,9.309466,5.825981,9.241772,-1.116617,9.943793,-0.8447592,8.899662,-7.2185054,9.476336,-2.7143116,9.80736,-1.3840564,8.405713,0
707.3189697265625,507.15240478515625,3.6358907222747803,0.002991686,0.025014978,1234.6367345076462,2162.487097961827,23.05002176559223,0.012934035,[133.92857143],0.6124907,0.029077202519802645,0.37036228,1.6111460679342993,6,1,-337.08157,80.7557,178.2515,47.462273,36.220345,29.002693,3.9703825,12.5349,2.5781162,12.193304,5.510499,9.3619,-0.7944142,8.469843,2.7249815,6.961341,2.363315,8.637621,-3.4621868,9.056144,-8.512326,10.063203,-4.084049,11.926209,-4.0626163,11.658104,0
